# 100-row sample of RT_IOT2022.csv (RT-IoT2022, UCI).
,id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type
10,54153,1883,tcp,mqtt,31.977057,9,5,3,3,0.281452,0.156362,0.437814,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,370.025635,29870183.944702003,31977056.980133,3997132.122517,10463622.957275,4048.109055,1531517.982483,1935832.977295,483958.244324,704840.3201,370.025635,29870183.944702003,31977056.980133,2459773.6138560004,8243924.899595,3.377422,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2106873.035431,2106873.035431,2106873.035431,2106873.035431,0.0,29870183.944702003,29870183.944702003,29870183.944702003,29870183.944702003,0.0,64240,26847,502,MQTT_Publish
11,39671,1883,tcp,mqtt,31.962308,9,5,3,3,0.281582,0.156434,0.438016,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,75.0,8.333333,12.980755,0.0,22.0,31.0,6.2,9.121403,0.0,33.0,106.0,7.571428999999998,11.420052,303.983688,29819482.088089,31962307.929993,3995288.491249,10445280.460627,585.0791929999998,1632438.898087,1972353.935242,493088.48381000006,763738.982748,303.983688,29819482.088089,31962307.929993,2458639.071538,8230226.100583,3.316406,3.0,1.666667,25.0,10.333333,0.0,0.0,0.0,0.0,0.0,0.0,2142825.841904,2142825.841904,2142825.841904,2142825.841904,0.0,29819482.088089,29819482.088089,29819482.088089,29819482.088089,0.0,64240,26847,502,MQTT_Publish
12,44225,1883,tcp,mqtt,31.965302,9,5,3,3,0.281555,0.15642,0.437975,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,75.0,8.333333,12.980755,0.0,22.0,31.0,6.2,9.121403,0.0,33.0,106.0,7.571428999999998,11.420052,486.135483,29747197.86644,31965301.990509003,3995662.748814,10412347.012165,1345.872879,1473724.842072,1970876.932144,492719.233036,664251.39196,477.075577,29747197.86644,31965301.990509003,2458869.383885,8205888.669842,3.316096,3.0,1.666667,25.0,10.333333,0.0,0.0,0.0,0.0,0.0,0.0,2218104.124069,2218104.124069,2218104.124069,2218104.124069,0.0,29747197.86644,29747197.86644,29747197.86644,29747197.86644,0.0,64240,26847,502,MQTT_Publish
13,51495,1883,tcp,mqtt,31.885127,9,5,3,3,0.282263,0.156813,0.439076,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,238.895416,29850662.946701,31885126.829147,3985640.853643,10461021.44371,4714.96582,1554455.041885,1874030.828476,468507.707119,727552.645404,238.895416,29850662.946701,31885126.829147,2452702.063781,8240679.8561229985,3.387159,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2034463.882446,2034463.882446,2034463.882446,2034463.882446,0.0,29850662.946701,29850662.946701,29850662.946701,29850662.946701,0.0,64240,26847,502,MQTT_Publish
14,42037,1883,tcp,mqtt,31.926578000000006,9,5,3,3,0.28189699999999995,0.156609,0.4385060000000001,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,259.876251,29860140.08522,31926578.044891,3990822.255611,10463342.978046,3987.073898,1591047.048569,1911670.923233,477917.730808,745645.049217,259.876251,29860140.08522,31926578.044891,2455890.618838,8243046.187410002,3.382762,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2066437.959671,2066437.959671,2066437.959671,2066437.959671,0.0,29860140.08522,29860140.08522,29860140.08522,29860140.08522,0.0,64240,26847,502,MQTT_Publish
15,36349,1883,tcp,mqtt,32.061415999999994,9,5,3,3,0.280711,0.155951,0.436662,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,427.007675,29770004.034042,32061415.910721004,4007676.98884,10417433.918262,2538.919449,1535463.809967,2039724.826813,509931.206703,693638.2215430001,427.007675,29770004.034042,32061415.910721004,2466262.7623630003,8211154.556885,3.368535,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2291411.876678,2291411.876678,2291411.876678,2291411.876678,0.0,29770004.034042,29770004.034042,29770004.034042,29770004.034042,0.0,64240,26847,502,MQTT_Publish
16,39763,1883,tcp,mqtt,32.025109,9,5,3,3,0.281029,0.156127,0.437157,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,276.088715,29775004.863739,32025109.052658007,4003138.631582,10420872.468228,1486.063004,1501589.05983,2001105.070114,500276.267529,677663.498685,276.088715,29775004.863739,32025109.052658007,2463469.927128,8213131.519006,3.372354,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2250104.188919,2250104.188919,2250104.188919,2250104.188919,0.0,29775004.863739,29775004.863739,29775004.863739,29775004.863739,0.0,64240,26847,502,MQTT_Publish
17,57501,1883,tcp,mqtt,31.908247,9,5,3,3,0.282059,0.156699,0.438758,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,241.041183,29875375.032425,31908246.994019,3988530.874252,10469456.785648,72.002411,1526152.133942,1879341.125488,469835.281372,709137.861887,72.002411,29875375.032425,31908246.994019,2454480.538001,8247287.855682,3.3847050000000003,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2032871.961594,2032871.961594,2032871.961594,2032871.961594,0.0,29875375.032425,29875375.032425,29875375.032425,29875375.032425,0.0,64240,26847,502,MQTT_Publish
18,56117,1883,tcp,mqtt,32.009238,9,5,3,3,0.281169,0.15620499999999998,0.437374,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,264.883041,29776599.168777,32009238.004684,4001154.750586,10421987.296368,1842.021942,1477566.003799,1981250.047684,495312.511921,665279.373555,211.954117,29776599.168777,32009238.004684,2462249.077283,8213710.270816999,3.374026,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2232638.835907,2232638.835907,2232638.835907,2232638.835907,0.0,29776599.168777,29776599.168777,29776599.168777,29776599.168777,0.0,64240,26847,502,MQTT_Publish
19,44927,1883,tcp,mqtt,31.930485,9,5,3,3,0.281862,0.15659,0.4384520000000001,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,247.001648,29892142.057419,31930485.010147,3991310.626268,10475734.717297,385.99968,1570163.965225,1879291.057587,469822.764397,737144.643623,247.001648,29892142.057419,31930485.010147,2456191.154627,8252281.977232001,3.3823480000000004,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2038342.952728,2038342.952728,2038342.952728,2038342.952728,0.0,29892142.057419,29892142.057419,29892142.057419,29892142.057419,0.0,64240,26847,502,MQTT_Publish
20,36375,1883,tcp,mqtt,32.048572,9,5,3,3,0.280824,0.156013,0.436837,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,252.962112,29772324.085236,32048572.063446004,4006071.507931,10418312.602478,3123.998642,1491372.823715,2015923.023224,503980.755806,669369.523269,252.962112,29772324.085236,32048572.063446004,2465274.774111,8211599.2230199985,3.369885,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2276247.97821,2276247.97821,2276247.97821,2276247.97821,0.0,29772324.085236,29772324.085236,29772324.085236,29772324.085236,0.0,64240,26847,502,MQTT_Publish
21,42381,1883,tcp,mqtt,32.054278000000004,9,5,3,3,0.280774,0.15598499999999998,0.436759,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,385.046005,29765208.959579,32054278.1353,4006784.766912,10415804.227115,1689.910889,1529726.028442,2037487.030029,509371.757507,690478.694244,201.940536,29765208.959579,32054278.1353,2465713.702715,8209837.130816,3.369285,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2289069.17572,2289069.17572,2289069.17572,2289069.17572,0.0,29765208.959579,29765208.959579,29765208.959579,29765208.959579,0.0,64240,26847,502,MQTT_Publish
22,58171,1883,tcp,mqtt,31.927022,9,5,3,3,0.281893,0.156607,0.4385,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,360.012054,29867868.900299,31927021.980286,3990877.747536,10466773.948203,3875.97084,1607313.156128,1912189.006805,478047.251701,756011.389737,360.012054,29867868.900299,31927021.980286,2455924.767714,8245594.153646002,3.382714,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2059153.079987,2059153.079987,2059153.079987,2059153.079987,0.0,29867868.900299,29867868.900299,29867868.900299,29867868.900299,0.0,64240,26847,502,MQTT_Publish
23,39989,1883,tcp,mqtt,32.038423,9,5,3,3,0.280913,0.156063,0.436975,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,236.034393,29697514.057159007,32038423.061371,4004802.882671,10387554.456182,2219.91539,1450160.980225,2013978.95813,503494.739532,644809.796998,236.034393,29697514.057159007,32038423.061371,2464494.081644,8188244.020619,3.3709519999999995,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2340909.004211,2340909.004211,2340909.004211,2340909.004211,0.0,29697514.057159007,29697514.057159007,29697514.057159007,29697514.057159007,0.0,64240,26847,502,MQTT_Publish
24,54593,1883,tcp,mqtt,31.969466,9,5,3,3,0.281519,0.156399,0.437918,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,429.153442,29937090.158463,31969465.970993,3996183.246374,10491781.182046,3882.884979,1557668.924332,1873686.075211,468421.518803,729700.1591020002,429.153442,29937090.158463,31969465.970993,2459189.690076,8264768.818174001,3.378223,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2032375.812531,2032375.812531,2032375.812531,2032375.812531,0.0,29937090.158463,29937090.158463,29937090.158463,29937090.158463,0.0,64240,26847,502,MQTT_Publish
25,52085,1883,tcp,mqtt,31.950179,9,5,3,3,0.281689,0.156494,0.438182,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,264.883041,29873291.015625,31950179.100037,3993772.3875050005,10468254.720043,3737.926483,1635040.998459,1930577.993393,482644.498348,771183.014366,264.883041,29873291.015625,31950179.100037,2457706.084618,8247047.878589,3.380263,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2076888.084412,2076888.084412,2076888.084412,2076888.084412,0.0,29873291.015625,29873291.015625,29873291.015625,29873291.015625,0.0,64240,26847,502,MQTT_Publish
26,41525,1883,tcp,mqtt,32.047288,9,5,3,3,0.280835,0.15601900000000002,0.436854,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,304.222107,29746104.001999,32047288.179398,4005911.022425,10408143.167001,1923.799515,1518990.9935,2042068.004608,510517.001152,683283.534838,77.009201,29746104.001999,32047288.179398,2465176.0138,8204056.271833,3.37002,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2301184.177399,2301184.177399,2301184.177399,2301184.177399,0.0,29746104.001999,29746104.001999,29746104.001999,29746104.001999,0.0,64240,26847,502,MQTT_Publish
27,37425,1883,tcp,mqtt,31.911588,9,5,3,3,0.282029,0.156683,0.438712,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,262.97569300000004,29878719.091415007,31911588.191986,3988948.523998,10471047.445881,3703.117371,1555716.991425,1875246.047974,468811.51199300005,728242.951278,262.97569300000004,29878719.091415007,31911588.191986,2454737.55323,8248516.01011,3.384351,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2032869.100571,2032869.100571,2032869.100571,2032869.100571,0.0,29878719.091415007,29878719.091415007,29878719.091415007,29878719.091415007,0.0,64240,26847,502,MQTT_Publish
28,43009,1883,tcp,mqtt,32.09472,9,5,3,3,0.28042,0.155789,0.436209,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,442.028046,29794428.110123,32094720.125198,4011840.01565,10425273.562579,2104.997635,1519521.951675,2040887.117386,510221.779346,683731.762428,395.059586,29794428.110123,32094720.125198,2468824.6250150003,8217477.412405,3.365039,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2300292.015076,2300292.015076,2300292.015076,2300292.015076,0.0,29794428.110123,29794428.110123,29794428.110123,29794428.110123,0.0,64240,26847,502,MQTT_Publish
29,41337,1883,tcp,mqtt,32.098929,9,5,3,3,0.280383,0.15576800000000002,0.436152,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,236.034393,29802947.044373,32098929.166794,4012366.145849,10428608.932638,2846.002579,1524214.029312,2039545.059204,509886.264801,686689.922885,236.034393,29802947.044373,32098929.166794,2469148.397446,8220006.295908,3.3645980000000004,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2295982.122421,2295982.122421,2295982.122421,2295982.122421,0.0,29802947.044373,29802947.044373,29802947.044373,29802947.044373,0.0,64240,26847,502,MQTT_Publish
30,46569,1883,tcp,mqtt,32.09268,9,5,3,3,0.280438,0.155799,0.436237,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,257.015228,29799875.974655,32092679.977417,4011584.997177,10427971.804593,4189.014435,1538527.0118709996,2044553.995132,511138.498783,694732.030067,257.015228,29799875.974655,32092679.977417,2468667.690571,8219443.41627,3.240614,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2292804.002762,2292804.002762,2292804.002762,2292804.002762,0.0,29799875.974655,29799875.974655,29799875.974655,29799875.974655,0.0,64240,26847,502,MQTT_Publish
